Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
16	Stromal cells	Pericytes	Pericytes	FCER1G	-1.1	1.0	1.82e-102
16	Stromal cells	Pericytes	Pericytes	C19orf33	-0.34	1.2	2.01e-102
16	Stromal cells	Pericytes	Pericytes	RPS17	-0.29	79.4	2.35e-102
16	Stromal cells	Pericytes	Pericytes	TAF1D	-0.28	47.1	4.96e-102
16	Stromal cells	Pericytes	Pericytes	ANKRD44	-0.28	8.8	5.87e-102
16	Stromal cells	Pericytes	Pericytes	KRT15	-1.14	2.4	6.29e-102
16	Stromal cells	Pericytes	Pericytes	PTGES3	-0.31	84.3	1.65e-100
16	Stromal cells	Pericytes	Pericytes	SNRPG	-0.27	66.6	4.5e-100
16	Stromal cells	Pericytes	Pericytes	PRDM2	-0.26	14.1	7.06e-100
16	Stromal cells	Pericytes	Pericytes	DUSP16	-0.26	4.4	5.88e-99
16	Stromal cells	Pericytes	Pericytes	PAK2	-0.28	45.2	8.07e-99
16	Stromal cells	Pericytes	Pericytes	RHOG	-0.4	48.2	1.8e-98
16	Stromal cells	Pericytes	Pericytes	NPM1	-0.25	96.2	8.54e-98
16	Stromal cells	Pericytes	Pericytes	IER3	0.27	69.1	1.84e-97
16	Stromal cells	Pericytes	Pericytes	S100A2	-1.95	10.3	3.06e-97
16	Stromal cells	Pericytes	Pericytes	RPL22L1	-0.32	61.7	3.13e-97
16	Stromal cells	Pericytes	Pericytes	WNK1	-0.26	23.6	5.25e-97
16	Stromal cells	Pericytes	Pericytes	CD34	-0.43	1.0	2.07e-96
16	Stromal cells	Pericytes	Pericytes	RNF213	-0.4	37.8	2.53e-96
16	Stromal cells	Pericytes	Pericytes	ZNF267	-0.27	15.7	1.03e-95
16	Stromal cells	Pericytes	Pericytes	S1PR1	-0.27	0.4	4.37e-95
16	Stromal cells	Pericytes	Pericytes	SNHG12	-0.26	21.5	5.56e-95
16	Stromal cells	Pericytes	Pericytes	PDLIM4	-0.3	16.9	7.57e-95
16	Stromal cells	Pericytes	Pericytes	FBLN1	-0.83	44.1	2.04e-94
16	Stromal cells	Pericytes	Pericytes	LAP3	0.3	59.2	4.77e-94
16	Stromal cells	Pericytes	Pericytes	RPL8	-0.32	99.9	6.27e-94
16	Stromal cells	Pericytes	Pericytes	PGD	-0.35	27.0	1.72e-93
16	Stromal cells	Pericytes	Pericytes	RAMP2	-0.67	2.6	3.79e-93
16	Stromal cells	Pericytes	Pericytes	NFKB2	-0.29	23.3	3.9e-93
16	Stromal cells	Pericytes	Pericytes	HPGD	-0.31	0.8	3.93e-92
16	Stromal cells	Pericytes	Pericytes	PARP1	-0.27	29.2	1.5e-91
16	Stromal cells	Pericytes	Pericytes	SRSF2	-0.3	72.2	2.8e-91
16	Stromal cells	Pericytes	Pericytes	USP36	-0.27	12.6	5.7e-91
16	Stromal cells	Pericytes	Pericytes	CLDN1	-0.32	1.7	5.98e-90
16	Stromal cells	Pericytes	Pericytes	LGALS7B	-0.6	1.4	7.27e-89
16	Stromal cells	Pericytes	Pericytes	TMSB4X	-0.41	99.8	9.1e-88
16	Stromal cells	Pericytes	Pericytes	HIST1H1C	-0.38	17.5	1.21e-87
16	Stromal cells	Pericytes	Pericytes	LYPD3	-0.32	3.8	1.4e-87
16	Stromal cells	Pericytes	Pericytes	CIB1	-0.3	64.5	2.01e-87
16	Stromal cells	Pericytes	Pericytes	ALDH3A1	-0.44	0.7	2.54e-87
16	Stromal cells	Pericytes	Pericytes	CAMK4	-0.3	5.0	5.75e-87
16	Stromal cells	Pericytes	Pericytes	ADAM15	-0.27	12.0	6.89e-87
16	Stromal cells	Pericytes	Pericytes	MFAP5	-0.79	1.2	9.21e-87
16	Stromal cells	Pericytes	Pericytes	AKR1C1	-0.69	6.9	1.32e-86
16	Stromal cells	Pericytes	Pericytes	KDM6B	-0.42	28.3	3.03e-86
16	Stromal cells	Pericytes	Pericytes	ASS1	-0.25	5.2	1.87e-85
16	Stromal cells	Pericytes	Pericytes	SMCHD1	-0.34	33.0	5.39e-85
16	Stromal cells	Pericytes	Pericytes	CDC42SE1	-0.26	33.8	5.97e-85
16	Stromal cells	Pericytes	Pericytes	GBP4	0.34	31.6	8.35e-85
16	Stromal cells	Pericytes	Pericytes	C9orf142	-0.3	39.3	9.37e-85
16	Stromal cells	Pericytes	Pericytes	UBD	0.32	20.1	2.23e-84
16	Stromal cells	Pericytes	Pericytes	NINJ1	-0.43	35.2	5.57e-84
16	Stromal cells	Pericytes	Pericytes	KRT6A	-1.88	8.4	1.68e-83
16	Stromal cells	Pericytes	Pericytes	FAM107B	-0.29	18.2	1.87e-83
16	Stromal cells	Pericytes	Pericytes	CXCL14	-0.86	3.6	2.45e-83
16	Stromal cells	Pericytes	Pericytes	SOX2	-0.26	0.9	3.4e-83
16	Stromal cells	Pericytes	Pericytes	RPS3A	-0.25	99.8	1.13e-82
16	Stromal cells	Pericytes	Pericytes	FSCN1	-0.49	24.4	1.57e-82
16	Stromal cells	Pericytes	Pericytes	SMAP2	-0.31	13.8	4.11e-82
16	Stromal cells	Pericytes	Pericytes	KRT6B	-0.8	2.2	5.43e-82
16	Stromal cells	Pericytes	Pericytes	TXNIP	-0.45	41.8	1.08e-81
16	Stromal cells	Pericytes	Pericytes	HERPUD1	-0.47	66.5	1.66e-81
16	Stromal cells	Pericytes	Pericytes	LAMC2	-0.29	1.7	2.47e-81
16	Stromal cells	Pericytes	Pericytes	MCL1	-0.33	79.5	4.3e-80
16	Stromal cells	Pericytes	Pericytes	LYN	-0.32	10.6	5.79e-80
16	Stromal cells	Pericytes	Pericytes	CYLD	-0.25	19.1	1.53e-79
16	Stromal cells	Pericytes	Pericytes	LGALS7	-0.58	1.2	1.82e-79
16	Stromal cells	Pericytes	Pericytes	IGKC	-1.96	1.3	2.54e-79
16	Stromal cells	Pericytes	Pericytes	USP15	-0.26	30.0	3.82e-79
16	Stromal cells	Pericytes	Pericytes	MXD1	-0.32	15.5	5.61e-79
16	Stromal cells	Pericytes	Pericytes	CDK2AP2	-0.28	43.9	1.1e-77
16	Stromal cells	Pericytes	Pericytes	BASP1	-0.25	10.6	1.38e-77
16	Stromal cells	Pericytes	Pericytes	PMAIP1	-0.38	34.1	4.56e-77
16	Stromal cells	Pericytes	Pericytes	LCP2	-0.46	20.2	6.91e-77
16	Stromal cells	Pericytes	Pericytes	ENO1	-0.35	81.2	2.6e-76
16	Stromal cells	Pericytes	Pericytes	HIST1H4C	-0.51	40.4	2.83e-76
16	Stromal cells	Pericytes	Pericytes	KRT17	-1.99	11.8	2.66e-75
16	Stromal cells	Pericytes	Pericytes	HSPH1	-0.48	66.7	2.98e-75
16	Stromal cells	Pericytes	Pericytes	TBC1D4	-0.26	5.7	1.52e-74
16	Stromal cells	Pericytes	Pericytes	AKAP13	-0.34	50.4	4.44e-74
16	Stromal cells	Pericytes	Pericytes	ARL6IP1	-0.28	60.9	4.46e-74
16	Stromal cells	Pericytes	Pericytes	AMD1	-0.27	36.2	2.17e-73
16	Stromal cells	Pericytes	Pericytes	TMSB10	-0.26	98.4	2.29e-73
16	Stromal cells	Pericytes	Pericytes	MBNL1	-0.29	54.5	5.73e-73
16	Stromal cells	Pericytes	Pericytes	CLDN7	-0.35	4.8	1.79e-72
16	Stromal cells	Pericytes	Pericytes	MT1X	-0.43	37.2	4.4e-72
16	Stromal cells	Pericytes	Pericytes	RPL7	-0.28	96.9	5.96e-71
16	Stromal cells	Pericytes	Pericytes	SEC14L1	-0.26	24.9	1.38e-70
16	Stromal cells	Pericytes	Pericytes	IGFBP6	-0.97	35.1	5.14e-69
16	Stromal cells	Pericytes	Pericytes	DUSP5	-0.29	14.2	1.27e-68
16	Stromal cells	Pericytes	Pericytes	PIK3IP1	-0.33	16.6	4.19e-68
16	Stromal cells	Pericytes	Pericytes	PTHLH	-0.33	5.9	2.29e-67
16	Stromal cells	Pericytes	Pericytes	PTGS2	-0.42	3.2	2.79e-67
16	Stromal cells	Pericytes	Pericytes	CCL3	-1.42	4.8	8.45e-67
16	Stromal cells	Pericytes	Pericytes	NFKB1	-0.28	18.8	1.37e-66
16	Stromal cells	Pericytes	Pericytes	TSC22D3	-0.78	70.6	1.45e-66
16	Stromal cells	Pericytes	Pericytes	GBP2	0.27	52.4	5.06e-66
16	Stromal cells	Pericytes	Pericytes	AKIRIN2	-0.27	35.3	3.25e-65
16	Stromal cells	Pericytes	Pericytes	EFNA1	-0.33	10.0	5.48e-65
16	Stromal cells	Pericytes	Pericytes	ADM	-0.34	13.4	1.31e-64
16	Stromal cells	Pericytes	Pericytes	GPBP1	-0.28	47.3	1e-63
16	Stromal cells	Pericytes	Pericytes	CRABP2	-0.31	8.3	1.88e-63
16	Stromal cells	Pericytes	Pericytes	ACP5	-0.45	23.3	5.96e-63
16	Stromal cells	Pericytes	Pericytes	C20orf24	-0.27	51.6	8.78e-63
16	Stromal cells	Pericytes	Pericytes	CTHRC1	-0.26	33.2	1.01e-62
16	Stromal cells	Pericytes	Pericytes	STC2	0.25	10.8	1.88e-62
16	Stromal cells	Pericytes	Pericytes	NET1	0.48	34.1	5.49e-62
16	Stromal cells	Pericytes	Pericytes	BCAS2	-0.29	41.5	6.46e-62
16	Stromal cells	Pericytes	Pericytes	SGK1	-0.44	26.5	8.08e-62
16	Stromal cells	Pericytes	Pericytes	AKR1C3	-0.42	7.9	5.87e-61
16	Stromal cells	Pericytes	Pericytes	PDPN	-0.33	10.8	1.17e-60
16	Stromal cells	Pericytes	Pericytes	KRT16	-1.06	3.7	1.2e-60
16	Stromal cells	Pericytes	Pericytes	ZC3H12A	-0.26	36.7	2.1e-60
16	Stromal cells	Pericytes	Pericytes	HLA-E	-0.31	94.6	2.47e-60
16	Stromal cells	Pericytes	Pericytes	PIM1	-0.28	30.0	5.3e-59
16	Stromal cells	Pericytes	Pericytes	ANXA1	-0.91	72.4	1.81e-58
16	Stromal cells	Pericytes	Pericytes	S100A9	-2.08	8.6	8.41e-58
16	Stromal cells	Pericytes	Pericytes	H2AFV	-0.26	62.3	1.09e-57
16	Stromal cells	Pericytes	Pericytes	PBXIP1	-0.31	21.9	1.58e-57
16	Stromal cells	Pericytes	Pericytes	LY9	-0.45	6.5	2.35e-57
16	Stromal cells	Pericytes	Pericytes	DUSP6	-0.27	10.1	1.35e-55
16	Stromal cells	Pericytes	Pericytes	FAM177A1	-0.3	50.1	2.6e-55
16	Stromal cells	Pericytes	Pericytes	APOBEC3C	-0.27	17.7	3.42e-54
16	Stromal cells	Pericytes	Pericytes	RALA	-0.26	45.4	7.65e-53
16	Stromal cells	Pericytes	Pericytes	CHORDC1	-0.29	40.4	1.18e-52
16	Stromal cells	Pericytes	Pericytes	KMT2E	-0.27	64.5	2.62e-52
16	Stromal cells	Pericytes	Pericytes	ITGAE	-0.28	28.0	5.55e-52
16	Stromal cells	Pericytes	Pericytes	IL6	0.39	14.4	1.54e-51
16	Stromal cells	Pericytes	Pericytes	KRT14	-1.65	7.4	1.35e-50
16	Stromal cells	Pericytes	Pericytes	CKS1B	-0.28	16.7	3.81e-50
16	Stromal cells	Pericytes	Pericytes	ARL4A	-0.25	24.9	5.73e-50
16	Stromal cells	Pericytes	Pericytes	RANBP2	-0.26	29.6	1.03e-49
16	Stromal cells	Pericytes	Pericytes	ALDH2	-0.26	21.5	3.51e-48
16	Stromal cells	Pericytes	Pericytes	ANKRD12	-0.26	48.9	4.93e-48
16	Stromal cells	Pericytes	Pericytes	TMEM2	-0.27	24.3	9.34e-47
16	Stromal cells	Pericytes	Pericytes	RPS26	-0.33	97.4	5.52e-46
16	Stromal cells	Pericytes	Pericytes	RHBDD2	-0.31	43.2	3.19e-45
16	Stromal cells	Pericytes	Pericytes	SOCS1	-0.25	28.8	1.25e-44
16	Stromal cells	Pericytes	Pericytes	S100A8	-1.87	7.0	1.35e-44
16	Stromal cells	Pericytes	Pericytes	CXCL1	-0.47	8.2	4.34e-43
16	Stromal cells	Pericytes	Pericytes	UAP1	-0.33	22.9	5.91e-43
16	Stromal cells	Pericytes	Pericytes	LEPROTL1	-0.43	45.0	1.02e-42
16	Stromal cells	Pericytes	Pericytes	RARRES1	-0.52	5.9	1.58e-42
16	Stromal cells	Pericytes	Pericytes	SOD1	-0.33	88.6	6.56e-42
16	Stromal cells	Pericytes	Pericytes	CD68	-0.55	17.4	1.61e-41
16	Stromal cells	Pericytes	Pericytes	AHSA1	-0.28	52.6	9.09e-41
16	Stromal cells	Pericytes	Pericytes	DBI	-0.26	76.0	5.53e-40
16	Stromal cells	Pericytes	Pericytes	NFE2L2	-0.26	59.3	2.26e-39
16	Stromal cells	Pericytes	Pericytes	CDKN1A	0.39	73.5	1.74e-38
16	Stromal cells	Pericytes	Pericytes	DPT	-0.47	4.5	3.36e-38
16	Stromal cells	Pericytes	Pericytes	EFEMP1	-0.58	10.4	4.13e-38
16	Stromal cells	Pericytes	Pericytes	RTEL1-TNFRSF6B	-0.29	4.8	1.16e-37
16	Stromal cells	Pericytes	Pericytes	SLBP	-0.26	44.6	1.33e-37
16	Stromal cells	Pericytes	Pericytes	TXN	-0.62	84.1	5.8e-35
16	Stromal cells	Pericytes	Pericytes	IGFBP3	0.98	18.6	8.11e-35
16	Stromal cells	Pericytes	Pericytes	RORA	-0.3	25.2	1.83e-34
16	Stromal cells	Pericytes	Pericytes	NFKBIA	-0.39	84.7	7.88e-34
16	Stromal cells	Pericytes	Pericytes	PPIF	-0.31	31.6	2.66e-32
16	Stromal cells	Pericytes	Pericytes	TNFAIP3	-0.3	62.0	4.86e-32
16	Stromal cells	Pericytes	Pericytes	GSTP1	-0.5	96.6	4.13e-30
16	Stromal cells	Pericytes	Pericytes	IRF8	-0.3	7.7	2.25e-29
16	Stromal cells	Pericytes	Pericytes	H2AFZ	-0.26	82.9	8.46e-28
16	Stromal cells	Pericytes	Pericytes	RBPJ	-0.3	40.9	1.12e-27
16	Stromal cells	Pericytes	Pericytes	G0S2	-0.75	20.5	5.31e-26
16	Stromal cells	Pericytes	Pericytes	SNRPA1	-0.27	33.3	7.06e-26
16	Stromal cells	Pericytes	Pericytes	CBLB	-0.26	31.4	9.02e-26
16	Stromal cells	Pericytes	Pericytes	MT1F	-0.26	14.8	1.11e-25
16	Stromal cells	Pericytes	Pericytes	ARHGDIB	-0.39	63.5	2.58e-25
16	Stromal cells	Pericytes	Pericytes	HBEGF	-0.26	12.8	4.61e-24
16	Stromal cells	Pericytes	Pericytes	PIK3R1	-0.3	32.0	5.94e-24
16	Stromal cells	Pericytes	Pericytes	ADGRE5	-0.45	35.9	8.69e-24
16	Stromal cells	Pericytes	Pericytes	HSPA8	-0.26	96.3	5.94e-23
16	Stromal cells	Pericytes	Pericytes	RARRES3	-0.32	43.4	2.43e-22
16	Stromal cells	Pericytes	Pericytes	LITAF	-0.33	70.8	1.11e-21
16	Stromal cells	Pericytes	Pericytes	KLF4	-0.3	28.5	1.93e-21
16	Stromal cells	Pericytes	Pericytes	FKBP4	-0.31	47.4	2.26e-19
16	Stromal cells	Pericytes	Pericytes	ZFAND2A	-0.29	35.8	4.43e-19
16	Stromal cells	Pericytes	Pericytes	CXCL12	-0.32	8.0	5.18e-19
16	Stromal cells	Pericytes	Pericytes	NPDC1	-0.33	20.7	7.67e-17
16	Stromal cells	Pericytes	Pericytes	CD44	-0.28	73.0	2.13e-16
16	Stromal cells	Pericytes	Pericytes	CXCL8	-0.65	14.4	6.01e-16
16	Stromal cells	Pericytes	Pericytes	FTL	-0.35	99.9	3.93e-14
16	Stromal cells	Pericytes	Pericytes	NR3C1	-0.35	53.4	8.18e-13
16	Stromal cells	Pericytes	Pericytes	COL8A1	-0.26	12.1	2.91e-12
16	Stromal cells	Pericytes	Pericytes	MAP3K8	-0.26	52.6	1.84e-11
16	Stromal cells	Pericytes	Pericytes	SSR4	-0.3	88.0	2.39e-11
16	Stromal cells	Pericytes	Pericytes	HSP90AA1	-0.26	99.4	3.37e-11
16	Stromal cells	Pericytes	Pericytes	GSTM1	-0.3	15.3	5.23e-11
16	Stromal cells	Pericytes	Pericytes	S100A11	-0.28	96.8	9.56e-10
16	Stromal cells	Pericytes	Pericytes	PLAUR	-0.88	32.3	1.74e-08
16	Stromal cells	Pericytes	Pericytes	TM4SF1	-0.8	25.5	1.16e-07
16	Stromal cells	Pericytes	Pericytes	PLIN2	-0.34	35.5	3.76e-07
16	Stromal cells	Pericytes	Pericytes	HSPG2	-0.4	17.1	6.61e-07
16	Stromal cells	Pericytes	Pericytes	KRT8	-0.65	19.1	1.19e-06
16	Stromal cells	Pericytes	Pericytes	MMP2	-0.73	23.6	6.82e-06
17	Malignant cells	Malignant	Malignant	SNRPA1	2.23	75.6	0
17	Malignant cells	Malignant	Malignant	CCND1	2.2	95.5	0
17	Malignant cells	Malignant	Malignant	SAA1	1.53	54.3	0
17	Malignant cells	Malignant	Malignant	PAK1	1.46	59.6	0
17	Malignant cells	Malignant	Malignant	BCAM	1.43	81.7	0
17	Malignant cells	Malignant	Malignant	FGF19	1.43	47.2	0
17	Malignant cells	Malignant	Malignant	FDCSP	1.42	10.7	0
17	Malignant cells	Malignant	Malignant	SFRP1	1.39	73.1	0
17	Malignant cells	Malignant	Malignant	NFIB	1.39	77.8	0
17	Malignant cells	Malignant	Malignant	STMN1	1.38	93.2	0
17	Malignant cells	Malignant	Malignant	MDK	1.36	93.3	0
17	Malignant cells	Malignant	Malignant	DHCR7	1.28	68.5	0
17	Malignant cells	Malignant	Malignant	TUSC3	1.25	84.3	0
17	Malignant cells	Malignant	Malignant	WFDC2	1.23	71.8	0
17	Malignant cells	Malignant	Malignant	PFN2	1.16	86.3	0
17	Malignant cells	Malignant	Malignant	TUBB	1.15	97.9	0
17	Malignant cells	Malignant	Malignant	TNF	1.15	51.0	0
17	Malignant cells	Malignant	Malignant	H1F0	1.1	87.1	0
17	Malignant cells	Malignant	Malignant	KRT18	1.1	87.6	0
17	Malignant cells	Malignant	Malignant	ATP1B3	1.07	84.5	0
17	Malignant cells	Malignant	Malignant	KRT8	1.06	90.2	0
17	Malignant cells	Malignant	Malignant	EPCAM	1.05	81.1	0
17	Malignant cells	Malignant	Malignant	CKAP4	1.05	72.2	0
17	Malignant cells	Malignant	Malignant	KREMEN2	1.05	52.5	0
17	Malignant cells	Malignant	Malignant	RBP1	1.04	79.3	0
17	Malignant cells	Malignant	Malignant	SPINT2	1.03	91.8	0
17	Malignant cells	Malignant	Malignant	LRRC28	1.03	38.2	0
17	Malignant cells	Malignant	Malignant	MYLK	1.0	41.4	0
17	Malignant cells	Malignant	Malignant	CSRP1	0.99	85.6	0
17	Malignant cells	Malignant	Malignant	HSP90B1	0.97	93.5	0
17	Malignant cells	Malignant	Malignant	H1FX	0.97	72.4	0
17	Malignant cells	Malignant	Malignant	FAM210B	0.96	80.8	0
17	Malignant cells	Malignant	Malignant	SOX9	0.96	60.3	0
17	Malignant cells	Malignant	Malignant	ETV5	0.95	74.5	0
17	Malignant cells	Malignant	Malignant	DUSP6	0.94	72.5	0
17	Malignant cells	Malignant	Malignant	U2SURP	0.93	90.3	0
17	Malignant cells	Malignant	Malignant	PPFIA1	0.93	72.8	0
17	Malignant cells	Malignant	Malignant	NGFRAP1	0.92	91.2	0
17	Malignant cells	Malignant	Malignant	NCOA7	0.92	69.1	0
17	Malignant cells	Malignant	Malignant	LAMB3	0.92	67.5	0
17	Malignant cells	Malignant	Malignant	MIA	0.92	31.0	0
17	Malignant cells	Malignant	Malignant	NPTX2	0.91	40.0	0
17	Malignant cells	Malignant	Malignant	NUCKS1	0.9	94.8	0
17	Malignant cells	Malignant	Malignant	PHGDH	0.9	76.4	0
17	Malignant cells	Malignant	Malignant	SOX4	0.89	91.6	0
17	Malignant cells	Malignant	Malignant	KRT15	0.88	67.3	0
17	Malignant cells	Malignant	Malignant	COL9A3	0.88	62.4	0
17	Malignant cells	Malignant	Malignant	UBE2C	0.88	33.9	0
17	Malignant cells	Malignant	Malignant	CTTN	0.87	78.4	0
17	Malignant cells	Malignant	Malignant	CD24	0.86	74.2	0
17	Malignant cells	Malignant	Malignant	PPDPF	0.86	98.4	0
17	Malignant cells	Malignant	Malignant	CNBP	0.86	98.7	0
17	Malignant cells	Malignant	Malignant	CLNS1A	0.85	81.3	0
17	Malignant cells	Malignant	Malignant	RPS3	0.85	99.8	0
17	Malignant cells	Malignant	Malignant	TFAP2A	0.85	67.1	0
17	Malignant cells	Malignant	Malignant	PDIA6	0.84	90.8	0
17	Malignant cells	Malignant	Malignant	FUS	0.82	95.9	0
17	Malignant cells	Malignant	Malignant	IGF1R	0.82	36.2	0
17	Malignant cells	Malignant	Malignant	CPE	0.81	59.1	0
17	Malignant cells	Malignant	Malignant	ISYNA1	0.81	70.7	0
17	Malignant cells	Malignant	Malignant	TFDP2	0.81	76.4	0
17	Malignant cells	Malignant	Malignant	HMGN2	0.81	94.8	0
17	Malignant cells	Malignant	Malignant	LTF	0.81	10.4	0
17	Malignant cells	Malignant	Malignant	KRT17	0.81	88.7	0
17	Malignant cells	Malignant	Malignant	HES1	0.81	55.8	0
17	Malignant cells	Malignant	Malignant	CCNL1	0.81	86.9	0
17	Malignant cells	Malignant	Malignant	MLF1	0.8	77.1	0
17	Malignant cells	Malignant	Malignant	RPL39L	0.79	70.2	0
17	Malignant cells	Malignant	Malignant	MCM7	0.78	69.8	0
17	Malignant cells	Malignant	Malignant	CCT2	0.78	91.9	0
17	Malignant cells	Malignant	Malignant	DSP	0.78	75.5	0
17	Malignant cells	Malignant	Malignant	SCPEP1	0.78	79.3	0
17	Malignant cells	Malignant	Malignant	TNFRSF12A	0.77	71.3	0
17	Malignant cells	Malignant	Malignant	EMP2	0.77	80.4	0
17	Malignant cells	Malignant	Malignant	DDR1	0.76	68.8	0
17	Malignant cells	Malignant	Malignant	TRIP6	0.76	78.5	0
17	Malignant cells	Malignant	Malignant	RAP2B	0.76	66.6	0
17	Malignant cells	Malignant	Malignant	CDK4	0.76	82.7	0
17	Malignant cells	Malignant	Malignant	MRPL3	0.76	84.9	0
17	Malignant cells	Malignant	Malignant	EGFR	0.75	60.9	0
17	Malignant cells	Malignant	Malignant	ALDH2	0.75	72.1	0
17	Malignant cells	Malignant	Malignant	ORAOV1	0.75	67.3	0
17	Malignant cells	Malignant	Malignant	EFNA1	0.75	71.2	0
17	Malignant cells	Malignant	Malignant	RPL35A	0.75	99.8	0
17	Malignant cells	Malignant	Malignant	CKS1B	0.74	72.9	0
17	Malignant cells	Malignant	Malignant	SERPINH1	0.74	90.1	0
17	Malignant cells	Malignant	Malignant	EGR1	0.74	78.6	0
17	Malignant cells	Malignant	Malignant	SOSTDC1	0.74	40.6	0
17	Malignant cells	Malignant	Malignant	HMGA1	0.74	84.9	0
17	Malignant cells	Malignant	Malignant	TINAGL1	0.74	58.9	0
17	Malignant cells	Malignant	Malignant	HMGB3	0.73	66.3	0
17	Malignant cells	Malignant	Malignant	RAC3	0.73	62.3	0
17	Malignant cells	Malignant	Malignant	AHCY	0.73	77.3	0
17	Malignant cells	Malignant	Malignant	RAN	0.73	98.0	0
17	Malignant cells	Malignant	Malignant	IRF6	0.72	73.0	0
17	Malignant cells	Malignant	Malignant	CENPF	0.72	36.3	0
17	Malignant cells	Malignant	Malignant	PSMD2	0.72	86.6	0
17	Malignant cells	Malignant	Malignant	MLEC	0.72	72.8	0
17	Malignant cells	Malignant	Malignant	IFI27	0.72	72.5	0
17	Malignant cells	Malignant	Malignant	FAM60A	0.72	80.9	0
17	Malignant cells	Malignant	Malignant	CLDN1	0.72	46.7	0
17	Malignant cells	Malignant	Malignant	FADD	0.71	68.7	0
17	Malignant cells	Malignant	Malignant	LAPTM4B	0.71	70.3	0
17	Malignant cells	Malignant	Malignant	UCHL1	0.71	60.9	0
17	Malignant cells	Malignant	Malignant	RCN2	0.71	82.9	0
17	Malignant cells	Malignant	Malignant	F11R	0.71	73.9	0
17	Malignant cells	Malignant	Malignant	IER3	0.7	88.3	0
17	Malignant cells	Malignant	Malignant	NPW	0.7	50.5	0
17	Malignant cells	Malignant	Malignant	HMGB1	0.7	98.3	0
17	Malignant cells	Malignant	Malignant	SLC25A36	0.69	78.3	0
17	Malignant cells	Malignant	Malignant	DEK	0.68	89.6	0
17	Malignant cells	Malignant	Malignant	NGFR	0.68	44.4	0
17	Malignant cells	Malignant	Malignant	RNF7	0.67	92.4	0
17	Malignant cells	Malignant	Malignant	MLF2	0.67	92.1	0
17	Malignant cells	Malignant	Malignant	MARCKSL1	0.67	90.7	0
17	Malignant cells	Malignant	Malignant	PRSS21	0.67	52.6	0
17	Malignant cells	Malignant	Malignant	ACTL6A	0.67	75.1	0
17	Malignant cells	Malignant	Malignant	YWHAE	0.66	94.4	0
17	Malignant cells	Malignant	Malignant	ATF5	0.66	56.3	0
17	Malignant cells	Malignant	Malignant	RNPS1	0.66	90.0	0
17	Malignant cells	Malignant	Malignant	GMPS	0.66	73.0	0
17	Malignant cells	Malignant	Malignant	KRT5	0.66	90.6	0
17	Malignant cells	Malignant	Malignant	TM4SF1	0.66	81.2	0
17	Malignant cells	Malignant	Malignant	RPL7	0.66	99.1	0
17	Malignant cells	Malignant	Malignant	CD9	0.65	91.7	0
17	Malignant cells	Malignant	Malignant	ENO1	0.65	94.9	0
17	Malignant cells	Malignant	Malignant	PEBP1	0.65	95.3	0
17	Malignant cells	Malignant	Malignant	ITGA2	0.65	50.1	0
17	Malignant cells	Malignant	Malignant	HEY1	0.65	49.9	0
17	Malignant cells	Malignant	Malignant	MAGEF1	0.65	71.5	0
17	Malignant cells	Malignant	Malignant	SLC25A6	0.65	97.6	0
17	Malignant cells	Malignant	Malignant	UBD	0.65	42.0	0
17	Malignant cells	Malignant	Malignant	FAT1	0.63	56.1	0
17	Malignant cells	Malignant	Malignant	RPN1	0.63	87.6	0
17	Malignant cells	Malignant	Malignant	TUBA1C	0.63	88.0	0
17	Malignant cells	Malignant	Malignant	MRPS26	0.62	78.2	0
17	Malignant cells	Malignant	Malignant	TRA2B	0.62	90.0	0
17	Malignant cells	Malignant	Malignant	PRAME	0.62	54.7	0
17	Malignant cells	Malignant	Malignant	TMSB15A	0.62	41.6	0
17	Malignant cells	Malignant	Malignant	EIF4A2	0.62	95.6	0
17	Malignant cells	Malignant	Malignant	CSRP2	0.62	70.0	0
17	Malignant cells	Malignant	Malignant	RPS7	0.61	99.8	0
17	Malignant cells	Malignant	Malignant	ITGA6	0.61	69.3	0
17	Malignant cells	Malignant	Malignant	WWTR1	0.61	70.0	0
17	Malignant cells	Malignant	Malignant	TM7SF3	0.61	64.7	0
17	Malignant cells	Malignant	Malignant	RPN2	0.61	82.7	0
17	Malignant cells	Malignant	Malignant	SOX2	0.61	42.0	0
17	Malignant cells	Malignant	Malignant	PHB2	0.6	90.5	0
17	Malignant cells	Malignant	Malignant	ERH	0.6	89.7	0
17	Malignant cells	Malignant	Malignant	MDFI	0.6	56.4	0
17	Malignant cells	Malignant	Malignant	LIMA1	0.6	68.3	0
17	Malignant cells	Malignant	Malignant	AP1S1	0.59	74.0	0
17	Malignant cells	Malignant	Malignant	IGF2BP2	0.59	60.3	0
17	Malignant cells	Malignant	Malignant	SRSF9	0.59	81.5	0
17	Malignant cells	Malignant	Malignant	KRT23	0.59	28.9	0
17	Malignant cells	Malignant	Malignant	RPLP0	0.59	99.9	0
17	Malignant cells	Malignant	Malignant	PAFAH1B3	0.59	68.3	0
17	Malignant cells	Malignant	Malignant	IFT22	0.59	65.2	0
17	Malignant cells	Malignant	Malignant	CDH3	0.58	60.1	0
17	Malignant cells	Malignant	Malignant	ARF3	0.58	76.9	0
17	Malignant cells	Malignant	Malignant	RAMP1	0.58	54.8	0
