X.Start	End	Type	Subtype	Weight
61010	2971	2972	PPREL	BINDING_ASSOCIATION	0
61018	1649	10018	PPREL	ACTIVATION	1
61021	1649	27113	PPREL	ACTIVATION	1
61027	2979	2986	PPREL	ACTIVATION	0
61028	2979	2986	PPREL	INHIBITION	0
61035	hsa-miR-942-5p	2932	MGREL	MIRNA_INHIBITION	-1
61036	hsa-miR-942-5p	4792	MGREL	MIRNA_INHIBITION	-1
61037	hsa-miR-942-5p	1026	MGREL	MIRNA_INHIBITION	-1
61039	hsa-miR-942-5p	3429	MGREL	MIRNA_INHIBITION	-1
61040	1647	891	PPREL	INHIBITION	-1
61043	1647	85417	PPREL	INHIBITION	-1
61047	2978	2986	PPREL	ACTIVATION	0
61048	2978	2986	PPREL	INHIBITION	0
61059	1660	23283	PPREL	BINDING_ASSOCIATION	0
61060	1660	51645	PPREL	BINDING_ASSOCIATION	0
61064	1660	11193	PPREL	BINDING_ASSOCIATION	0
61065	1660	10262	PPREL	BINDING_ASSOCIATION	0
61067	1660	24148	PPREL	BINDING_ASSOCIATION	0
61071	1660	23450	PPREL	BINDING_ASSOCIATION	0
61072	1660	23451	PPREL	BINDING_ASSOCIATION	0
61073	1660	54883	PPREL	BINDING_ASSOCIATION	0
61074	1660	24144	PPREL	ACTIVATION	1
61082	1660	1479	PPREL	BINDING_ASSOCIATION	0
61083	1660	1478	PPREL	BINDING_ASSOCIATION	0
61085	1660	1477	PPREL	BINDING_ASSOCIATION	0
61087	1660	23020	PPREL	BINDING_ASSOCIATION	0
61089	1660	85313	PPREL	BINDING_ASSOCIATION	0
61093	1660	11325	PPREL	BINDING_ASSOCIATION	0
61095	1660	10084	PPREL	BINDING_ASSOCIATION	0
61096	1660	11051	PPREL	BINDING_ASSOCIATION	0
61099	1660	23398	PPREL	BINDING_ASSOCIATION	0
61103	1660	10523	PPREL	BINDING_ASSOCIATION	0
61106	1660	25949	PPREL	BINDING_ASSOCIATION	0
61107	1660	10291	PPREL	BINDING_ASSOCIATION	0
61111	1660	4809	PPREL	BINDING_ASSOCIATION	0
61114	1660	10450	PPREL	BINDING_ASSOCIATION	0
61121	1660	23658	PPREL	BINDING_ASSOCIATION	0
61122	1660	51729	PPREL	BINDING_ASSOCIATION	0
61125	1660	51690	PPREL	BINDING_ASSOCIATION	0
61126	1660	51692	PPREL	BINDING_ASSOCIATION	0
61127	1660	1665	PPREL	BINDING_ASSOCIATION	0
61128	1660	51691	PPREL	BINDING_ASSOCIATION	0
61131	1660	11157	PPREL	BINDING_ASSOCIATION	0
61132	1660	10465	PPREL	BINDING_ASSOCIATION	0
61133	1660	25804	PPREL	BINDING_ASSOCIATION	0
61134	1660	4790	PPREL	ACTIVATION	1
61135	1660	4791	PPREL	ACTIVATION	1
61141	1660	23517	PPREL	ACTIVATION	1
61145	1660	10283	PPREL	BINDING_ASSOCIATION	0
61148	1660	23350	PPREL	BINDING_ASSOCIATION	0
61150	1660	10286	PPREL	BINDING_ASSOCIATION	0
61151	1660	10285	PPREL	BINDING_ASSOCIATION	0
61153	1660	11017	PPREL	BINDING_ASSOCIATION	0
61164	225689	3727	PPREL	ACTIVATION	1
61165	225689	2354	PPREL	ACTIVATION	1
61166	225689	2353	PPREL	ACTIVATION	1
61168	225689	3725	PPREL	ACTIVATION	1
61187	60559	11224	PPREL	ACTIVATION	1
61194	60559	25873	PPREL	ACTIVATION	1
61198	60559	3921	PPREL	ACTIVATION	1
61199	60559	4736	PPREL	ACTIVATION	1
61216	60559	2695	PPREL	ACTIVATION	1
61226	60559	23521	PPREL	ACTIVATION	1
61228	60559	23480	PPREL	ACTIVATION	1
61229	60559	1650	PPREL	ACTIVATION	1
61239	60559	116832	PPREL	ACTIVATION	1
61243	60559	51738	PPREL	ACTIVATION	1
61251	60559	2641	PPREL	ACTIVATION	1
61267	60559	23478	PPREL	BINDING_ASSOCIATION	0
61270	60559	23471	PPREL	ACTIVATION	1
61274	1656	23658	PPREL	ACTIVATION	1
61275	1656	25804	PPREL	ACTIVATION	1
61277	1656	23644	PPREL	BINDING_ASSOCIATION	0
61278	1656	51690	PPREL	ACTIVATION	1
61282	1656	11157	PPREL	ACTIVATION	1
61305	1655	23283	PPREL	ACTIVATION	1
61306	1655	51645	PPREL	ACTIVATION	1
61307	1655	11193	PPREL	BINDING_ASSOCIATION	0
61308	1655	24148	PPREL	ACTIVATION	1
61310	1655	24144	PPREL	ACTIVATION	1
61312	1655	10421	PPREL	ACTIVATION	1
61313	1655	1479	PPREL	ACTIVATION	1
61314	1655	1478	PPREL	ACTIVATION	1
61315	1655	1477	PPREL	ACTIVATION	1
61316	1655	23020	PPREL	ACTIVATION	1
61317	1655	85313	PPREL	ACTIVATION	1
61322	1655	10084	PPREL	ACTIVATION	1
61323	1655	11052	PPREL	ACTIVATION	1
61324	1655	11051	PPREL	ACTIVATION	1
61326	1655	23398	PPREL	BINDING_ASSOCIATION	0
61330	1655	10523	PPREL	ACTIVATION	1
61333	1655	10291	PPREL	ACTIVATION	1
61343	1655	10181	PPREL	ACTIVATION	1
61345	1655	51690	PPREL	BINDING_ASSOCIATION	0
61346	1655	51692	PPREL	ACTIVATION	1
61347	1655	51691	PPREL	BINDING_ASSOCIATION	0
61349	1655	11157	PPREL	BINDING_ASSOCIATION	0
61350	1655	10189	PPREL	ACTIVATION	1
61358	1655	10283	PPREL	BINDING_ASSOCIATION	0
61364	1655	23350	PPREL	ACTIVATION	1
61365	1655	10286	PPREL	ACTIVATION	1
61366	1655	10285	PPREL	ACTIVATION	1
61369	1655	11017	PPREL	BINDING_ASSOCIATION	0
61374	1655	10250	PPREL	ACTIVATION	1
61382	1655	11100	PPREL	ACTIVATION	1
61393	1655	10262	PPREL	ACTIVATION	1
61399	1655	23450	PPREL	ACTIVATION	1
61400	1655	23451	PPREL	ACTIVATION	1
61401	1655	54883	PPREL	BINDING_ASSOCIATION	0
61410	1655	2958	PPREL	BINDING_ASSOCIATION	0
61411	1655	2957	PPREL	BINDING_ASSOCIATION	0
61418	1655	4904	PPREL	ACTIVATION	1
61419	1655	2963	PPREL	ACTIVATION	1
61421	1655	2962	PPREL	ACTIVATION	1
61432	1655	10236	PPREL	ACTIVATION	1
61433	1655	11325	PPREL	ACTIVATION	1
61437	1655	11338	PPREL	ACTIVATION	1
61442	1655	25949	PPREL	BINDING_ASSOCIATION	0
61447	1655	1660	PPREL	ACTIVATION	1
61450	1655	23524	PPREL	BINDING_ASSOCIATION	0
61451	1655	4809	PPREL	ACTIVATION	1
61452	1655	10450	PPREL	ACTIVATION	1
61461	1655	23658	PPREL	BINDING_ASSOCIATION	0
61462	1655	51729	PPREL	ACTIVATION	1
61467	1655	1665	PPREL	ACTIVATION	1
61470	1655	10465	PPREL	BINDING_ASSOCIATION	0
61472	1655	25804	PPREL	BINDING_ASSOCIATION	0
61480	1655	2521	PPREL	ACTIVATION	1
61487	1655	23517	PPREL	ACTIVATION	1
61503	1653	51637	PPREL	BINDING_ASSOCIATION	0
61506	2984	2981	PPREL	BINDING_ASSOCIATION	0
61507	2984	2980	PPREL	BINDING_ASSOCIATION	0
61509	2983	2977	PPREL	BINDING_ASSOCIATION	0
61513	2983	2982	PPREL	BINDING_ASSOCIATION	0
61516	hsa-miR-29b-3p	7043	MGREL	MIRNA_INHIBITION	-1
61517	hsa-miR-29b-3p	50509	MGREL	MIRNA_INHIBITION	-1
61518	hsa-miR-29b-3p	5187	MGREL	MIRNA_INHIBITION	-1
61519	hsa-miR-29b-3p	2353	MGREL	MIRNA_INHIBITION	-1
61520	hsa-miR-29b-3p	1021	MGREL	MIRNA_INHIBITION	-1
61524	hsa-miR-29b-3p	7040	MGREL	MIRNA_INHIBITION	-1
61525	hsa-miR-29b-3p	23368	MGREL	MIRNA_INHIBITION	-1
61526	hsa-miR-29b-3p	7042	MGREL	MIRNA_INHIBITION	-1
61528	hsa-miR-29b-3p	2625	MGREL	MIRNA_INHIBITION	-1
61530	hsa-miR-29b-3p	3915	MGREL	MIRNA_INHIBITION	-1
61532	hsa-miR-29b-3p	3918	MGREL	MIRNA_INHIBITION	-1
61533	hsa-miR-29b-3p	2266	MGREL	MIRNA_INHIBITION	-1
61536	hsa-miR-29b-3p	92	MGREL	MIRNA_INHIBITION	-1
61540	hsa-miR-29b-3p	51726	MGREL	MIRNA_INHIBITION	-1
61547	hsa-miR-29b-3p	2243	MGREL	MIRNA_INHIBITION	-1
61549	hsa-miR-29b-3p	1789	MGREL	MIRNA_INHIBITION	-1
61550	hsa-miR-29b-3p	1788	MGREL	MIRNA_INHIBITION	-1
61551	hsa-miR-29b-3p	23095	MGREL	MIRNA_INHIBITION	-1
61552	hsa-miR-29b-3p	1786	MGREL	MIRNA_INHIBITION	-1
61553	hsa-miR-29b-3p	1300	MGREL	MIRNA_INHIBITION	-1
61561	hsa-miR-29b-3p	3688	MGREL	MIRNA_INHIBITION	-1
61564	hsa-miR-29b-3p	4811	MGREL	MIRNA_INHIBITION	-1
61570	hsa-miR-29b-3p	1284	MGREL	MIRNA_INHIBITION	-1
61571	hsa-miR-29b-3p	1282	MGREL	MIRNA_INHIBITION	-1
61572	hsa-miR-29b-3p	23621	MGREL	MIRNA_INHIBITION	-1
61573	hsa-miR-29b-3p	1281	MGREL	MIRNA_INHIBITION	-1
61574	hsa-miR-29b-3p	3614	MGREL	MIRNA_INHIBITION	-1
61575	hsa-miR-29b-3p	3458	MGREL	MIRNA_INHIBITION	-1
61576	hsa-miR-29b-3p	894	MGREL	MIRNA_INHIBITION	-1
61581	hsa-miR-29b-3p	1277	MGREL	MIRNA_INHIBITION	-1
61582	hsa-miR-29b-3p	2244	MGREL	MIRNA_INHIBITION	-1
61583	hsa-miR-29b-3p	2200	MGREL	MIRNA_INHIBITION	-1
61584	hsa-miR-29b-3p	5159	MGREL	MIRNA_INHIBITION	-1
61587	hsa-miR-29b-3p	3655	MGREL	MIRNA_INHIBITION	-1
61591	hsa-miR-29b-3p	84171	MGREL	MIRNA_INHIBITION	-1
61595	hsa-miR-29b-3p	1290	MGREL	MIRNA_INHIBITION	-1
61598	hsa-miR-29b-3p	2932	MGREL	MIRNA_INHIBITION	-1
61599	hsa-miR-29b-3p	10000	MGREL	MIRNA_INHIBITION	-1
61612	84524	1022	PPREL	BINDING_ASSOCIATION	0
61624	84524	51808	PPREL	BINDING_ASSOCIATION	0
61629	84524	23379	PPREL	BINDING_ASSOCIATION	0
61633	84524	1025	PPREL	BINDING_ASSOCIATION	0
61638	84524	2959	PPREL	BINDING_ASSOCIATION	0
61639	84524	2958	PPREL	BINDING_ASSOCIATION	0
61640	84524	2957	PPREL	BINDING_ASSOCIATION	0
61648	84524	2963	PPREL	BINDING_ASSOCIATION	0
61649	84524	2962	PPREL	BINDING_ASSOCIATION	0
61650	84524	2961	PPREL	BINDING_ASSOCIATION	0
61652	84524	2960	PPREL	BINDING_ASSOCIATION	0
61660	84524	25896	PPREL	BINDING_ASSOCIATION	0
61667	1650	84061	PPREL	BINDING_ASSOCIATION	0
61676	1650	23480	PPREL	BINDING_ASSOCIATION	0
61679	1650	23471	PPREL	BINDING_ASSOCIATION	0
61687	1650	3703	PPREL	BINDING_ASSOCIATION	0
61688	1650	1603	PPREL	BINDING_ASSOCIATION	0
61691	319100	2793	PPREL	BINDING_ASSOCIATION	0
61692	319100	2782	PPREL	BINDING_ASSOCIATION	0
61693	319100	2792	PPREL	BINDING_ASSOCIATION	0
61694	319100	2791	PPREL	BINDING_ASSOCIATION	0
61695	319100	2790	PPREL	BINDING_ASSOCIATION	0
61697	319100	2778	PPREL	BINDING_ASSOCIATION	0
61699	319100	2788	PPREL	BINDING_ASSOCIATION	0
61700	319100	2787	PPREL	BINDING_ASSOCIATION	0
61701	319100	2786	PPREL	BINDING_ASSOCIATION	0
61703	319100	2785	PPREL	BINDING_ASSOCIATION	0
61704	319100	59345	PPREL	BINDING_ASSOCIATION	0
61705	319100	2784	PPREL	BINDING_ASSOCIATION	0
61706	319100	2783	PPREL	BINDING_ASSOCIATION	0
61707	319100	51764	PPREL	BINDING_ASSOCIATION	0
61717	319101	3880	PPREL	BINDING_ASSOCIATION	0
61718	319101	3881	PPREL	BINDING_ASSOCIATION	0
61719	319101	3860	PPREL	BINDING_ASSOCIATION	0
61720	319101	3882	PPREL	BINDING_ASSOCIATION	0
61723	319101	25984	PPREL	BINDING_ASSOCIATION	0
61724	319101	3858	PPREL	BINDING_ASSOCIATION	0
61726	319101	3859	PPREL	BINDING_ASSOCIATION	0
61728	319101	3872	PPREL	BINDING_ASSOCIATION	0
61729	319101	3875	PPREL	BINDING_ASSOCIATION	0
61730	319101	3857	PPREL	BINDING_ASSOCIATION	0
61736	319101	100653049	PPREL	BINDING_ASSOCIATION	0
61737	319101	3883	PPREL	BINDING_ASSOCIATION	0
61738	319101	3861	PPREL	BINDING_ASSOCIATION	0
61739	319101	3884	PPREL	BINDING_ASSOCIATION	0
61741	319101	3886	PPREL	BINDING_ASSOCIATION	0
61742	319101	3866	PPREL	BINDING_ASSOCIATION	0
61743	319101	3868	PPREL	BINDING_ASSOCIATION	0
61744	2999	3479	PPREL	ACTIVATION	1
61745	2999	3486	PPREL	ACTIVATION	1
61746	2999	3483	PPREL	ACTIVATION	1
61748	2999	3481	PPREL	ACTIVATION	1
61752	84515	23649	PPREL	ACTIVATION	1
61758	84515	63967	PPREL	BINDING_ASSOCIATION	0
61762	84515	891	PPREL	BINDING_ASSOCIATION	0
61764	84515	1017	PPREL	BINDING_ASSOCIATION	0
61768	84515	23595	PPREL	ACTIVATION	1
61773	84515	23594	PPREL	ACTIVATION	1
61782	84515	4998	PPREL	ACTIVATION	1
61783	84515	4999	PPREL	ACTIVATION	1
61808	84516	5241	PPREL	ACTIVATION	1
61811	84516	24137	PPREL	BINDING_ASSOCIATION	0
61812	84516	2590	PPREL	BINDING_ASSOCIATION	0
61823	84516	25782	PPREL	ACTIVATION	1
61824	84516	2288	PPREL	ACTIVATION	1
61826	84516	2908	PPREL	ACTIVATION	1
61829	84516	3797	PPREL	BINDING_ASSOCIATION	0
61830	84516	10112	PPREL	BINDING_ASSOCIATION	0
61833	84516	3832	PPREL	BINDING_ASSOCIATION	0
61835	84516	3835	PPREL	BINDING_ASSOCIATION	0
61836	84516	11127	PPREL	BINDING_ASSOCIATION	0
61838	84516	285643	PPREL	BINDING_ASSOCIATION	0
61840	84516	23299	PPREL	BINDING_ASSOCIATION	0
61855	1665	25949	PPREL	BINDING_ASSOCIATION	0
61856	1665	10291	PPREL	BINDING_ASSOCIATION	0
61864	1665	23283	PPREL	BINDING_ASSOCIATION	0
61865	1665	4809	PPREL	BINDING_ASSOCIATION	0
61868	1665	10450	PPREL	BINDING_ASSOCIATION	0
61870	1665	51645	PPREL	BINDING_ASSOCIATION	0
61878	1665	23658	PPREL	BINDING_ASSOCIATION	0
61879	1665	11193	PPREL	BINDING_ASSOCIATION	0
61880	1665	10262	PPREL	BINDING_ASSOCIATION	0
61882	1665	24148	PPREL	BINDING_ASSOCIATION	0
61884	1665	51690	PPREL	BINDING_ASSOCIATION	0
61885	1665	51692	PPREL	BINDING_ASSOCIATION	0
61886	1665	51691	PPREL	BINDING_ASSOCIATION	0
61890	1665	23450	PPREL	BINDING_ASSOCIATION	0
61891	1665	23451	PPREL	BINDING_ASSOCIATION	0
61892	1665	54883	PPREL	BINDING_ASSOCIATION	0
61893	1665	24144	PPREL	ACTIVATION	1
61896	1665	11157	PPREL	BINDING_ASSOCIATION	0
61900	1665	10465	PPREL	BINDING_ASSOCIATION	0
61901	1665	25804	PPREL	BINDING_ASSOCIATION	0
61905	1665	1479	PPREL	BINDING_ASSOCIATION	0
61907	1665	1478	PPREL	BINDING_ASSOCIATION	0
61910	1665	1477	PPREL	BINDING_ASSOCIATION	0
61912	1665	23020	PPREL	BINDING_ASSOCIATION	0
61914	1665	85313	PPREL	BINDING_ASSOCIATION	0
61920	1665	11325	PPREL	BINDING_ASSOCIATION	0
61922	1665	23517	PPREL	ACTIVATION	1
61924	1665	11051	PPREL	BINDING_ASSOCIATION	0
61926	1665	10283	PPREL	BINDING_ASSOCIATION	0
61928	1665	23398	PPREL	BINDING_ASSOCIATION	0
61931	1665	23350	PPREL	BINDING_ASSOCIATION	0
61935	1665	10523	PPREL	BINDING_ASSOCIATION	0
61937	1665	11017	PPREL	BINDING_ASSOCIATION	0
61942	2992	2997	PPREL	BINDING_ASSOCIATION	0
61954	60561	26958	PPREL	ACTIVATION	1
61958	60561	23423	PPREL	ACTIVATION	1
61960	60561	1315	PPREL	ACTIVATION	1
61961	60561	1314	PPREL	ACTIVATION	1
61963	60561	54732	PPREL	ACTIVATION	1
61967	60561	53407	PPREL	ACTIVATION	1
61972	60561	11316	PPREL	ACTIVATION	1
61978	60561	11014	PPREL	ACTIVATION	1
61981	60561	11015	PPREL	ACTIVATION	1
61982	60560	10139	PPREL	ACTIVATION	1
61983	60560	122830	PPREL	BINDING_ASSOCIATION	0
61991	hsa-miR-126-5p	85414	MGREL	MIRNA_INHIBITION	-1
61994	hsa-miR-126-5p	1398	MGREL	MIRNA_INHIBITION	-1
61995	hsa-miR-126-5p	1540	MGREL	MIRNA_INHIBITION	-1
61998	1678	100287932	PPREL	BINDING_ASSOCIATION	0
62000	1678	10165	PPREL	BINDING_ASSOCIATION	0
62001	1678	10452	PPREL	BINDING_ASSOCIATION	0
62002	1676	1677	PPREL	BINDING_ASSOCIATION	0
62009	1674	88	PPREL	BINDING_ASSOCIATION	0
62021	1674	29767	PPREL	BINDING_ASSOCIATION	0
62025	1674	1756	PPREL	BINDING_ASSOCIATION	0
62026	1674	29765	PPREL	BINDING_ASSOCIATION	0
62029	1674	4703	PPREL	BINDING_ASSOCIATION	0
62031	1673	1235	PPREL	BINDING_ASSOCIATION	0
62032	1672	1235	PPREL	BINDING_ASSOCIATION	0
62035	84545	64981	PPREL	BINDING_ASSOCIATION	0
62039	84545	116540	PPREL	BINDING_ASSOCIATION	0
62042	84545	85476	PPREL	BINDING_ASSOCIATION	0
62047	84545	11222	PPREL	BINDING_ASSOCIATION	0
62048	84545	84340	PPREL	BINDING_ASSOCIATION	0
62055	84541	11065	PPREL	ACTIVATION	1
62072	84541	23412	PPREL	BINDING_ASSOCIATION	0
62073	84541	4738	PPREL	ACTIVATION	1
62085	84541	51619	PPREL	ACTIVATION	1
62092	84541	23142	PPREL	BINDING_ASSOCIATION	0
62097	84541	10477	PPREL	ACTIVATION	1
62100	84541	63893	PPREL	ACTIVATION	1
62106	84541	84259	PPREL	BINDING_ASSOCIATION	0
62112	153129	389541	PPREL	ACTIVATION	1
62117	153129	60673	PPREL	BINDING_ASSOCIATION	0
62118	153129	84232	PPREL	INHIBITION	0
62119	153129	84232	PPREL	ACTIVATION	0
62126	153129	10542	PPREL	ACTIVATION	1
62127	153129	58528	PPREL	BINDING_ASSOCIATION	0
62129	153129	10325	PPREL	BINDING_ASSOCIATION	0
62134	84539	2793	PPREL	BINDING_ASSOCIATION	0
62135	84539	2771	PPREL	BINDING_ASSOCIATION	0
62136	84539	2770	PPREL	BINDING_ASSOCIATION	0
62137	84539	2792	PPREL	BINDING_ASSOCIATION	0
62138	84539	2791	PPREL	BINDING_ASSOCIATION	0
62139	84539	2790	PPREL	BINDING_ASSOCIATION	0
62140	84539	2767	PPREL	BINDING_ASSOCIATION	0
62142	84539	2788	PPREL	BINDING_ASSOCIATION	0
62143	84539	2787	PPREL	BINDING_ASSOCIATION	0
62144	84539	2786	PPREL	BINDING_ASSOCIATION	0
62145	84539	2785	PPREL	BINDING_ASSOCIATION	0
62146	84539	59345	PPREL	BINDING_ASSOCIATION	0
62147	84539	2784	PPREL	BINDING_ASSOCIATION	0
62148	84539	2783	PPREL	BINDING_ASSOCIATION	0
62149	84539	51764	PPREL	BINDING_ASSOCIATION	0
62150	84539	2769	PPREL	BINDING_ASSOCIATION	0
62154	84539	2782	PPREL	BINDING_ASSOCIATION	0
62156	84539	2776	PPREL	BINDING_ASSOCIATION	0
62158	84539	2773	PPREL	BINDING_ASSOCIATION	0
62180	hsa-miR-126-3p	5241	MGREL	MIRNA_INHIBITION	-1
62181	hsa-miR-126-3p	23705	MGREL	MIRNA_INHIBITION	-1
62183	hsa-miR-126-3p	4792	MGREL	MIRNA_INHIBITION	-1
62185	hsa-miR-126-3p	3485	MGREL	MIRNA_INHIBITION	-1
62189	hsa-miR-126-3p	85414	MGREL	MIRNA_INHIBITION	-1
62190	hsa-miR-126-3p	1399	MGREL	MIRNA_INHIBITION	-1
62191	hsa-miR-126-3p	1398	MGREL	MIRNA_INHIBITION	-1
62192	hsa-miR-126-3p	2146	MGREL	MIRNA_INHIBITION	-1
62194	hsa-miR-126-3p	11344	MGREL	MIRNA_INHIBITION	-1
62198	hsa-miR-126-3p	2309	MGREL	MIRNA_INHIBITION	-1
62207	hsa-miR-126-3p	7852	MGREL	MIRNA_INHIBITION	-1
62209	hsa-miR-126-3p	23411	MGREL	MIRNA_INHIBITION	-1
62213	hsa-miR-126-3p	1786	MGREL	MIRNA_INHIBITION	-1
62215	hsa-miR-126-3p	10461	MGREL	MIRNA_INHIBITION	-1
62217	hsa-miR-126-3p	3667	MGREL	MIRNA_INHIBITION	-1
62219	hsa-miR-126-3p	3845	MGREL	MIRNA_INHIBITION	-1
62223	hsa-miR-30c-5p	2194	MGREL	MIRNA_INHIBITION	-1
62228	hsa-miR-30c-5p	3417	MGREL	MIRNA_INHIBITION	-1
62229	hsa-miR-30c-5p	60436	MGREL	MIRNA_INHIBITION	-1
62230	hsa-miR-30c-5p	894	MGREL	MIRNA_INHIBITION	-1
62235	hsa-miR-30c-5p	2309	MGREL	MIRNA_INHIBITION	-1
62236	hsa-miR-30c-5p	817	MGREL	MIRNA_INHIBITION	-1
62244	hsa-miR-30c-5p	1490	MGREL	MIRNA_INHIBITION	-1
62248	hsa-miR-30c-5p	860	MGREL	MIRNA_INHIBITION	-1
62249	hsa-miR-30c-5p	1786	MGREL	MIRNA_INHIBITION	-1
62250	hsa-miR-30c-5p	3589	MGREL	MIRNA_INHIBITION	-1
62252	hsa-miR-30c-5p	4851	MGREL	MIRNA_INHIBITION	-1
62263	493861	10274	PPREL	ACTIVATION	1
62265	493861	23137	PPREL	BINDING_ASSOCIATION	0
62269	10419	50628	PPREL	ACTIVATION	1
62270	10419	hsa-miR-96-5p	MGREL	TFMIRNA_INHIBITION	-1
62283	10419	1019	PPREL	BINDING_ASSOCIATION	0
62300	10419	121504	PPREL	ACTIVATION	1
62305	10419	hsa-miR-96-3p	MGREL	TFMIRNA_INHIBITION	-1
62307	10419	25929	PPREL	ACTIVATION	1
62323	10419	85235	PPREL	ACTIVATION	1
62346	10419	11218	PPREL	ACTIVATION	1
62349	10419	1207	PPREL	BINDING_ASSOCIATION	0
62361	10411	1432	PPREL	ACTIVATION	1
62374	10411	3767	PPREL	ACTIVATION	1
62376	10413	7046	PPREL	INHIBITION	-1
62377	10413	7048	PPREL	INHIBITION	-1
62383	10413	hsa-miR-25-5p	MGREL	TFMIRNA_ACTIVATION	1
62384	10413	85409	GEREL	EXPRESSION	1
62392	10413	154796	PPREL	BINDING_ASSOCIATION	0
62395	10413	85407	GEREL	EXPRESSION	1
62398	10413	3689	GEREL	EXPRESSION	1
62400	10413	hsa-miR-25-3p	MGREL	TFMIRNA_ACTIVATION	1
62407	10413	894	GEREL	EXPRESSION	1
62408	10413	896	GEREL	EXPRESSION	1
62409	10413	2246	GEREL	EXPRESSION	1
62419	10413	154810	PPREL	BINDING_ASSOCIATION	0
62424	10413	1490	PPREL	ACTIVATION	1
62425	10413	1490	GEREL	EXPRESSION	1
62426	10413	861	PPREL	BINDING_ASSOCIATION	0
62427	10413	27113	GEREL	EXPRESSION	1
62429	10413	864	PPREL	BINDING_ASSOCIATION	0
62430	10413	865	PPREL	BINDING_ASSOCIATION	0
62432	10413	2736	GEREL	EXPRESSION	1
62433	10426	4926	PPREL	BINDING_ASSOCIATION	0
62439	10425	51619	PPREL	ACTIVATION	1
62443	10425	11065	PPREL	ACTIVATION	1
62456	10425	10477	PPREL	ACTIVATION	1
62462	10425	63893	PPREL	ACTIVATION	1
62479	10427	2153	PPREL	ACTIVATION	1
62480	10427	2348	PPREL	ACTIVATION	1
62482	10427	1453	PPREL	ACTIVATION	1
62483	10427	10175	PPREL	ACTIVATION	1
62486	10427	3998	PPREL	ACTIVATION	1
62493	10427	11196	PPREL	BINDING_ASSOCIATION	0
62497	10427	126003	PPREL	BINDING_ASSOCIATION	0
62500	10427	1075	PPREL	ACTIVATION	1
62505	10427	51693	PPREL	BINDING_ASSOCIATION	0
62506	10427	2157	PPREL	ACTIVATION	1
62517	10427	2890	PPREL	ACTIVATION	1
62534	10427	1294	PPREL	ACTIVATION	1
62535	10427	26984	PPREL	BINDING_ASSOCIATION	0
62540	10427	1522	PPREL	ACTIVATION	1
62547	10427	10484	PPREL	ACTIVATION	1
62558	10422	51619	PPREL	ACTIVATION	1
62562	10422	11065	PPREL	ACTIVATION	1
62575	10422	10477	PPREL	ACTIVATION	1
62581	10422	63893	PPREL	ACTIVATION	1
62602	10421	23283	PPREL	BINDING_ASSOCIATION	0
62603	10421	11100	PPREL	BINDING_ASSOCIATION	0
62605	10421	51645	PPREL	BINDING_ASSOCIATION	0
62610	10421	11193	PPREL	BINDING_ASSOCIATION	0
62611	10421	10262	PPREL	BINDING_ASSOCIATION	0
62613	10421	24148	PPREL	BINDING_ASSOCIATION	0
62617	10421	23450	PPREL	BINDING_ASSOCIATION	0
62618	10421	23451	PPREL	BINDING_ASSOCIATION	0
62619	10421	54883	PPREL	BINDING_ASSOCIATION	0
62620	10421	24144	PPREL	ACTIVATION	1
62628	10421	1479	PPREL	BINDING_ASSOCIATION	0
62629	10421	1478	PPREL	BINDING_ASSOCIATION	0
62631	10421	1477	PPREL	BINDING_ASSOCIATION	0
62633	10421	23020	PPREL	BINDING_ASSOCIATION	0
62635	10421	85313	PPREL	BINDING_ASSOCIATION	0
62639	10421	11325	PPREL	BINDING_ASSOCIATION	0
62643	10421	10084	PPREL	BINDING_ASSOCIATION	0
62644	10421	11051	PPREL	BINDING_ASSOCIATION	0
62646	10421	23398	PPREL	BINDING_ASSOCIATION	0
62648	10421	11338	PPREL	BINDING_ASSOCIATION	0
62651	10421	10523	PPREL	BINDING_ASSOCIATION	0
62654	10421	25949	PPREL	BINDING_ASSOCIATION	0
62656	10421	10291	PPREL	BINDING_ASSOCIATION	0
62659	10421	1660	PPREL	BINDING_ASSOCIATION	0
62662	10421	23524	PPREL	BINDING_ASSOCIATION	0
62665	10421	4809	PPREL	BINDING_ASSOCIATION	0
62669	10421	10450	PPREL	BINDING_ASSOCIATION	0
62678	10421	23658	PPREL	BINDING_ASSOCIATION	0
62679	10421	10181	PPREL	BINDING_ASSOCIATION	0
62680	10421	51729	PPREL	BINDING_ASSOCIATION	0
62683	10421	51690	PPREL	BINDING_ASSOCIATION	0
62684	10421	51692	PPREL	BINDING_ASSOCIATION	0
62685	10421	1665	PPREL	BINDING_ASSOCIATION	0
62686	10421	51691	PPREL	BINDING_ASSOCIATION	0
62690	10421	11157	PPREL	BINDING_ASSOCIATION	0
62691	10421	10189	PPREL	BINDING_ASSOCIATION	0
62692	10421	10465	PPREL	BINDING_ASSOCIATION	0
62693	10421	25804	PPREL	BINDING_ASSOCIATION	0
62697	10421	2521	PPREL	BINDING_ASSOCIATION	0
62702	10421	23517	PPREL	ACTIVATION	1
62706	10421	10283	PPREL	BINDING_ASSOCIATION	0
62709	10421	23350	PPREL	BINDING_ASSOCIATION	0
62711	10421	10286	PPREL	BINDING_ASSOCIATION	0
62712	10421	10285	PPREL	BINDING_ASSOCIATION	0
62715	10421	11017	PPREL	BINDING_ASSOCIATION	0
